hop,count
5337,2749
5338,2737
5339,2820
5340,2779
5341,2742
5342,2776
5343,2820
5344,2875
5345,2934
5346,3019
5347,3020
5348,3003
5349,2982
5350,3052
5351,3074
5352,3022
5353,2965
5354,2945
5355,2910
5356,2922
5357,2889
5358,2886
5359,2862
5360,2870
5361,2837
5362,2831
5363,2903
5364,2840
5365,2863
5366,2944
5367,2967
5368,2937
5369,2827
5370,2661
5371,2545
5372,2526
5373,2566
5374,2637
5375,2651
5376,2568
5377,2512
5378,2443
5379,2430
5380,2462
5381,2500
5382,2497
5383,2377
5384,2319
5385,2332
5386,2372
5387,2301
5388,2341
5389,2369
5390,2332
5391,2386
5392,2317
5393,2302
5394,2309
5395,2228
5396,2220
5397,2241
5398,2216
5399,2271
5400,2325
5401,2271
5402,2139
5403,1982
5404,2019
5405,2079
5406,2125
5407,2113
5408,2202
5409,2189
5410,2262
5411,2308
5412,2286
5413,2269
5414,2185
5415,2174
5416,2213
5417,2352
5418,2367
5419,2280
5420,2287
5421,2432
5422,2464
5423,2567
5424,2597
5425,2582
5426,2687
5427,2617
5428,2526
5429,2668
5430,2511
5431,2539
5432,2460
5433,2383
5434,2374
5435,2378
5436,2312
5437,2353
5438,2427
5439,2411
5440,2349
5441,2469
5442,2514
5443,2575
5444,2728
5445,2671
5446,2605
5447,2711
5448,2724
5449,2660
5450,2630
5451,2681
5452,2625
5453,2496
5454,2614
5455,2622
5456,2619
5457,2601
5458,2472
5459,2506
5460,2575
5461,2495
5462,2461
5463,2322
5464,2322
5465,2314
5466,2181
5467,2211
5468,2131
5469,2144
5470,2177
5471,2146
5472,2203
5473,2181
5474,2227
5475,2215
5476,2234
5477,2158
5478,2232
5479,2231
5480,2148
5481,2118
5482,2133
5483,2135
5484,2226
5485,2193
5486,2203
5487,2185
5488,2210
5489,2232
5490,2171
5491,2108
5492,2120
5493,2168
5494,2189
5495,2347
5496,2349
5497,2384
5498,2426
5499,2398
5500,2423
5501,2278
5502,2308
5503,2314
5504,2288
5505,2276
5506,2203
5507,2211
5508,2215
5509,2315
5510,2318
5511,2311
5512,2300
5513,2260
5514,2228
5515,2205
5516,2194
5517,2306
5518,2287
5519,2272
5520,2262
5521,2229
5522,2252
5523,2338
5524,2441
5525,2461
5526,2501
5527,2596
5528,2502
5529,2423
5530,2400
5531,2400
5532,2421
5533,2431
5534,2326
5535,2397
5536,2480
5537,2498
5538,2350
5539,2342
5540,2201
5541,2233
5542,2304
5543,2440
5544,2554
5545,2606
5546,2639
5547,2624
5548,2677
5549,2604
5550,2512
5551,2427
5552,2304
5553,2362
5554,2338
5555,2340
5556,2364
5557,2268
5558,2207
5559,2236
5560,2274
5561,2325
5562,2222
5563,2225
5564,2155
5565,2154
5566,2082
5567,2108
5568,2089
5569,2103
5570,2121
5571,2008
5572,2103
5573,2060
5574,2098
5575,2029
5576,1986
5577,1961
5578,1907
5579,1906
5580,1811
5581,1768
5582,1788
5583,1857
5584,1813
5585,1835
5586,1847
5587,1777
5588,1730
5589,1715
5590,1766
5591,1671
5592,1645
5593,1678
5594,1638
5595,1635
5596,1687
5597,1680
5598,1653
5599,1642
5600,1692
5601,1681
5602,1643
5603,1573
5604,1589
5605,1583
5606,1652
5607,1568
5608,1575
5609,1522
5610,1561
5611,1472
5612,1451
5613,1519
5614,1549
5615,1470
5616,1517
5617,1486
5618,1501
5619,1480
5620,1417
5621,1408
5622,1343
5623,1363
5624,1320
5625,1294
5626,1197
5627,1115
5628,1073
5629,1047
5630,980
5631,1007
5632,1004
5633,1032
5634,1019
5635,1009
5636,999
5637,978
5638,1057
5639,1057
5640,1091
5641,1077
5642,1015
5643,1056
5644,983
5645,1005
5646,1020
5647,1013
5648,965
5649,1001
5650,965
5651,1016
5652,1102
5653,1165
5654,1159
5655,1186
5656,1208
5657,1228
5658,1230
5659,1247
5660,1198
5661,1187
5662,1184
5663,1204
5664,1261
5665,1211
5666,1250
5667,1291
5668,1317
5669,1205
5670,1212
5671,1235
5672,1236
5673,1150
5674,1173
5675,1112
5676,1149
5677,1137
5678,1120
5679,1042
5680,1019
5681,1004
5682,1031
5683,1022
5684,916
5685,926
5686,874
5687,843
5688,928
5689,997
5690,999
5691,891
5692,879
5693,920
5694,965
5695,966
5696,1003
5697,962
5698,928
5699,947
5700,982
5701,1057
5702,1028
5703,984
5704,984
5705,965
5706,931
5707,964
5708,995
5709,919
5710,950
5711,893
5712,892
5713,870
5714,867
5715,835
5716,813
5717,858
5718,927
5719,916
5720,821
5721,826
5722,840
5723,892
5724,925
5725,968
5726,936
5727,994
5728,975
5729,1008
5730,1039
5731,1016
5732,948
5733,938
5734,880
5735,864
5736,844
5737,863
5738,862
5739,827
5740,892
5741,966
5742,941
5743,976
5744,950
5745,946
5746,956
5747,980
5748,952
5749,900
5750,878
5751,894
5752,886
5753,894
5754,864
5755,838
5756,817
5757,853
5758,879
5759,898
5760,877
5761,864
5762,873
5763,880
5764,913
5765,938
5766,909
5767,880
5768,849
5769,804
5770,791
5771,782
5772,805
5773,826
5774,865
5775,811
5776,809
5777,783
5778,827
5779,790
5780,815
5781,751
5782,806
5783,759
5784,755
5785,746
5786,736
5787,749
5788,709
5789,720
5790,748
5791,724
5792,682
5793,737
5794,701
5795,726
5796,654
5797,705
5798,692
5799,628
5800,655
5801,611
5802,613
5803,581
5804,597
5805,640
5806,644
5807,652
5808,661
5809,620
5810,580
5811,577
5812,626
5813,633
5814,617
5815,558
5816,588
5817,583
5818,555
5819,610
5820,582
5821,598
5822,566
5823,570
5824,531
5825,524
5826,469
5827,440
5828,423
5829,445
5830,436
5831,409
5832,400
5833,410
5834,402
5835,387
5836,354
5837,421
5838,402
5839,389
5840,354
5841,383
5842,373
5843,347
5844,331
5845,334
5846,285
5847,304
5848,316
5849,302
5850,287
5851,278
5852,264
5853,258
5854,258
5855,266
5856,276
5857,298
5858,290
5859,271
5860,243
5861,297
5862,301
5863,307
5864,318
5865,308
5866,287
5867,294
5868,285
5869,254
5870,260
5871,283
5872,295
5873,302
5874,294
5875,262
5876,268
5877,272
5878,289
5879,270
5880,248
5881,233
5882,219
5883,206
5884,190
5885,225
5886,205
5887,203
5888,197
5889,193
5890,211
5891,210
5892,189
5893,183
5894,176
5895,149
5896,152
5897,178
5898,173
5899,184
5900,198
5901,177
5902,192
5903,176
5904,181
5905,197
5906,219
5907,215
5908,182
5909,237
5910,241
5911,275
5912,241
5913,236
5914,219
5915,186
5916,211
5917,226
5918,228
5919,226
5920,202
5921,228
5922,239
5923,231
5924,219
5925,246
5926,250
5927,272
5928,253
5929,220
5930,233
5931,236
5932,237
5933,222
5934,195
5935,182
5936,179
5937,196
5938,212
5939,207
5940,199
5941,190
5942,170
5943,170
5944,193
5945,182
5946,182
5947,189
5948,172
5949,193
5950,204
5951,197
5952,208
5953,228
5954,225
5955,225
5956,188
5957,189
5958,233
5959,229
5960,206
5961,233
5962,246
5963,225
5964,200
5965,243
5966,256
5967,271
5968,281
5969,274
5970,250
5971,248
5972,261
5973,289
5974,294
5975,269
5976,266
5977,244
5978,240
5979,286
5980,282
5981,274
5982,279
5983,286
5984,286
5985,288
5986,333
5987,320
5988,298
5989,319
5990,285
5991,326
5992,372
5993,388
5994,407
5995,381
5996,351
5997,315
5998,279
5999,289
6000,314
6001,296
6002,296
6003,268
6004,278
6005,290
6006,317
6007,334
6008,347
6009,350
6010,331
6011,340
6012,359
6013,390
6014,366
6015,382
6016,437
6017,518
6018,496
6019,438
6020,446
6021,442
6022,438
6023,479
6024,501
6025,533
6026,543
6027,566
6028,513
6029,471
6030,439
6031,481
6032,479
6033,503
6034,516
6035,528
6036,551
6037,561
6038,560
6039,597
6040,683
6041,677
6042,668
6043,629
6044,610
6045,632
6046,604
6047,597
6048,585
6049,619
6050,599
6051,621
6052,645
6053,645
6054,662
6055,645
6056,648
6057,636
6058,603
6059,581
6060,536
6061,570
6062,590
6063,628
6064,616
6065,570
6066,567
6067,553
6068,520
6069,502
6070,473
6071,467
6072,476
6073,457
6074,463
6075,403
6076,416
6077,421
6078,407
6079,373
6080,359
6081,347
6082,359
6083,350
6084,364
6085,359
6086,359
6087,415
6088,459
6089,439
6090,446
6091,456
6092,422
6093,391
6094,420
6095,465
6096,418
6097,404
6098,391
6099,356
6100,316
6101,332
6102,303
6103,311
6104,311
6105,302
6106,282
6107,256
6108,286
6109,284
6110,268
6111,279
6112,272
6113,227
6114,217
6115,241
6116,224
6117,220
6118,227
6119,240
6120,254
6121,239
6122,225
6123,216
6124,237
6125,217
6126,217
6127,214
6128,240
6129,239
6130,225
6131,240
6132,231
6133,188
6134,188
6135,175
6136,176
6137,191
6138,192
6139,201
6140,184
6141,200
6142,182
6143,179
6144,202
6145,209
6146,245
6147,245
6148,210
6149,177
6150,145
6151,109
6152,115
6153,115
6154,125
6155,146
6156,129
6157,125
6158,108
6159,139
6160,141
6161,151
6162,136
6163,116
6164,117
6165,134
6166,123
6167,122
6168,105
6169,73
6170,72
6171,64
6172,48
6173,41
6174,42
6175,45
6176,33
6177,34
6178,25
6179,42
6180,50
6181,37
6182,21
6183,21
6184,23
6185,15
6186,19
6187,26
6188,30
6189,23
6190,22
6191,31
6192,22
6193,15
6194,15
6195,29
6196,18
6197,27
6198,48
6199,51
6200,53
6201,44
6202,43
6203,51
6204,60
6205,53
6206,44
6207,37
6208,34
6209,36
6210,41
6211,41
6212,46
6213,57
6214,51
6215,57
6216,71
6217,98
6218,90
6219,97
6220,97
6221,85
6222,79
6223,73
6224,76
6225,76
6226,53
6227,57
6228,40
6229,31
6230,46
6231,47
6232,48
6233,35
6234,31
6235,30
6236,29
6237,22
6238,34
6239,43
6240,39
6241,22
6242,9
6243,7
6244,1
6245,1
6246,0
6247,0
6248,0
6249,0
6250,0
6251,0
6252,0
6253,0
6254,0
6255,0
6256,0
6257,0
6258,0
6259,0
6260,0
6261,0
6262,0
6263,0
6264,0
6265,0
6266,0
6267,0
6268,0
6269,0
6270,0
6271,0
6272,0
6273,0
6274,0
6275,0
6276,0
6277,0
6278,0
6279,0
6280,0
6281,0
6282,0
6283,0
6284,0
6285,0
6286,0
6287,0
6288,0
6289,0
6290,0
6291,0
6292,0
6293,0
6294,0
6295,0
6296,0
6297,0
6298,0
6299,0
6300,0
6301,0
6302,0
6303,0
6304,0
6305,0
6306,0
6307,0
6308,0
6309,0
6310,0
6311,0
6312,0
6313,0
6314,0
6315,0
6316,0
6317,0
6318,0
6319,0
6320,0
6321,0
6322,0
6323,0
6324,0
6325,0
6326,0
6327,0
6328,0
6329,0
6330,0
6331,0
6332,0
6333,0
6334,0
6335,0
6336,0
6337,0
6338,0
6339,0
6340,0
6341,0
6342,0
6343,0
6344,0
6345,0
6346,0
6347,0
6348,0
6349,0
6350,0
6351,0
6352,0
6353,0
6354,0
6355,0
6356,0
6357,0
6358,0
6359,0
6360,0
6361,0
6362,0
6363,0
6364,0
6365,0
6366,0
6367,0
6368,0
6369,0
6370,0
6371,0
6372,0
6373,0
6374,0
6375,0
6376,0
6377,0
6378,0
6379,0
6380,0
6381,0
6382,0
6383,0
6384,0
6385,0
6386,0
6387,0
6388,0
6389,0
6390,0
6391,0
6392,0
6393,0
6394,0
6395,0
6396,0
6397,0
6398,0
6399,0
6400,0
6401,0
6402,0
6403,0
6404,0
6405,0
6406,0
6407,0
6408,0
6409,0
6410,0
6411,0
6412,0
6413,0
6414,0
6415,0
6416,0
6417,0
6418,0
6419,0
6420,0
6421,0
6422,0
6423,0
6424,0
6425,0
6426,0
6427,0
6428,0
6429,0
6430,0
6431,0
6432,0
6433,0
6434,0
6435,0
6436,0
6437,0
6438,0
6439,0
6440,0
6441,0
6442,0
6443,0
6444,0
6445,0
6446,0
6447,0
6448,0
6449,0
6450,0
6451,0
6452,0
6453,0
6454,0
6455,0
6456,0
6457,0
6458,0
6459,0
6460,0
6461,0
6462,0
6463,0
6464,0
6465,0
6466,0
6467,0
6468,0
6469,0
6470,0
6471,0
6472,0
6473,0
6474,0
6475,0
6476,0
6477,0
6478,0
6479,0
6480,0
6481,0
6482,0
6483,0
6484,0
6485,0
6486,0
6487,0
6488,0
6489,0
6490,0
6491,0
6492,0
6493,0
6494,0
6495,0
6496,0
6497,0
6498,0
6499,0
6500,0
6501,0
6502,0
6503,0
6504,0
6505,0
6506,0
6507,0
6508,0
6509,0
6510,0
6511,0
6512,0
6513,0
6514,0
6515,0
6516,0
6517,0
6518,0
6519,0
6520,0
6521,0
6522,0
6523,0
6524,0
6525,0
6526,0
6527,0
6528,0
6529,0
6530,0
6531,0
6532,0
6533,0
6534,0
6535,0
6536,0
6537,0
6538,0
6539,0
6540,0
6541,0
6542,0
6543,0
6544,0
6545,0
6546,0
6547,0
6548,0
6549,0
6550,0
6551,0
6552,0
6553,0
6554,0
6555,0
6556,0
6557,0
6558,0
6559,0
6560,0
6561,0
6562,0
6563,0
6564,0
6565,0
6566,0
6567,0
6568,0
6569,0
6570,0
6571,0
6572,0
6573,0
6574,0
6575,0
6576,0
6577,0
6578,0
6579,0
6580,0
6581,0
6582,0
6583,0
6584,0
6585,0
6586,0
6587,0
6588,0
6589,0
6590,0
6591,0
6592,0
6593,0
6594,0
6595,0
6596,0
6597,0
6598,0
6599,0
6600,0
6601,0
6602,0
6603,0
6604,0
6605,0
6606,0
6607,0
6608,0
6609,0
6610,0
6611,0
6612,0
6613,0
6614,0
6615,0
6616,0
6617,0
6618,0
6619,0
6620,0
6621,0
6622,0
6623,0
6624,0
6625,0
6626,0
6627,0
6628,0
6629,0
6630,0
6631,0
6632,0
6633,0
6634,0
6635,0
6636,0
6637,0
6638,0
6639,0
6640,0
6641,0
6642,0
6643,0
6644,0
6645,0
6646,0
6647,0
6648,0
6649,0
6650,0
6651,0
6652,0
6653,0
6654,0
6655,0
6656,0
6657,0
6658,0
6659,0
6660,0
6661,0
6662,0
6663,0
6664,0
6665,0
6666,0
6667,0
6668,0
6669,0
6670,0
6671,0
6672,0
6673,0
6674,0
6675,0
6676,0
6677,0
6678,0
6679,0
6680,0
6681,0
6682,0
6683,0
6684,0
6685,0
6686,0
6687,0
6688,0
6689,0
6690,0
6691,0
6692,0
6693,0
6694,0
6695,0
6696,0
6697,0
6698,0
6699,0
6700,0
6701,0
6702,0
6703,0
6704,0
6705,0
6706,0
6707,0
6708,0
6709,0
6710,0
6711,0
6712,0
6713,0
6714,0
6715,0
6716,0
6717,0
6718,0
6719,0
6720,0
6721,0
6722,0
6723,0
6724,0
6725,0
6726,0
6727,0
6728,0
6729,0
6730,0
6731,0
6732,0
6733,0
6734,0
6735,0
6736,0
6737,0
6738,0
6739,0
6740,0
6741,0
6742,0
6743,0
6744,0
6745,0
6746,0
6747,0
6748,0
6749,0
6750,0
6751,0
6752,0
6753,0
6754,0
6755,0
6756,0
6757,0
6758,0
6759,0
6760,0
6761,0
6762,0
6763,0
6764,0
6765,0
6766,0
6767,0
6768,0
6769,0
6770,0
6771,0
6772,0
6773,0
6774,0
6775,0
6776,0
6777,0
6778,0
6779,0
6780,0
6781,0
6782,0
6783,0
6784,0
6785,0
6786,0
6787,0
6788,0
6789,0
6790,0
6791,0
6792,0
6793,0
6794,0
6795,0
6796,0
6797,0
6798,0
6799,0
6800,0
6801,0
6802,0
6803,0
6804,0
6805,0
6806,0
6807,0
6808,0
6809,0
6810,0
6811,0
6812,0
6813,0
6814,0
6815,0
6816,0
6817,0
6818,0
6819,0
6820,0
6821,0
6822,0
6823,0
6824,0
6825,0
6826,0
6827,0
6828,0
6829,0
6830,0
6831,0
6832,0
6833,0
6834,0
6835,0
6836,0
6837,0
6838,0
6839,0
6840,0
6841,0
6842,0
6843,0
6844,0
6845,0
6846,0
6847,0
6848,0
6849,0
6850,0
6851,0
6852,0
6853,0
6854,0
6855,0
6856,0
6857,0
6858,0
6859,0
6860,0
6861,0
6862,0
6863,0
6864,0
6865,0
6866,0
6867,0
6868,0
6869,0
6870,0
6871,0
6872,0
6873,0
6874,0
6875,0
6876,0
6877,0
6878,0
6879,0
6880,0
6881,0
6882,0
6883,0
6884,0
6885,0
6886,0
6887,0
6888,0
6889,0
6890,0
6891,0
6892,0
6893,0
6894,0
6895,0
6896,0
6897,0
6898,0
6899,0
6900,0
6901,0
6902,0
6903,0
6904,0
6905,0
6906,0
6907,0
6908,0
6909,0
6910,0
6911,0
6912,0
6913,0
6914,0
6915,0
6916,0
6917,0
6918,0
6919,0
6920,0
6921,0
6922,0
6923,0
6924,0
6925,0
6926,0
6927,0
6928,0
6929,0
6930,0
6931,0
6932,0
6933,0
6934,0
6935,0
6936,0
6937,0
6938,0
6939,0
6940,0
6941,0
6942,0
6943,0
6944,0
6945,0
6946,0
6947,0
6948,0
6949,0
6950,0
6951,0
6952,0
6953,0
6954,0
6955,0
6956,0
6957,0
6958,0
6959,0
6960,0
6961,0
6962,0
6963,0
6964,0
6965,0
6966,0
6967,0
6968,0
6969,0
6970,0
6971,0
6972,0
6973,0
6974,0
6975,0
6976,0
6977,0
6978,0
6979,0
6980,0
6981,0
6982,0
6983,0
6984,0
6985,0
6986,0
6987,0
6988,0
6989,0
6990,0
6991,0
6992,0
6993,0
6994,0
6995,0
6996,0
6997,0
6998,0
6999,0
7000,0
7001,0
7002,0
7003,0
7004,0
7005,0
7006,0
7007,0
7008,0
7009,0
7010,0
7011,0
7012,0
7013,0
7014,0
7015,0
7016,0
7017,0
7018,0
7019,0
7020,0
7021,0
7022,0
7023,0
7024,0
7025,0
7026,0
7027,0
7028,0
7029,0
7030,0
7031,0
7032,0
7033,0
7034,0
7035,0
7036,0
7037,0
7038,0
7039,0
7040,0
7041,0
7042,0
7043,0
7044,0
7045,0
7046,0
7047,0
7048,0
7049,0
7050,0
7051,0
7052,0
7053,0
7054,0
7055,0
7056,0
7057,0
7058,0
7059,0
7060,0
7061,0
7062,0
7063,0
7064,0
7065,0
7066,0
7067,0
7068,0
7069,0
7070,0
7071,0
7072,0
7073,0
7074,0
7075,0
7076,0
7077,0
7078,0
7079,0
7080,0
7081,0
7082,0
7083,0
7084,0
7085,0
7086,0
7087,0
7088,0
7089,0
7090,0
7091,0
7092,0
7093,0
7094,0
7095,0
7096,0
7097,0
7098,0
7099,0
7100,0
7101,0
7102,0
7103,0
7104,0
7105,0
7106,0
7107,0
7108,0
7109,0
7110,0
7111,0
7112,0
7113,0
7114,0
7115,0
7116,0
7117,0
7118,0
7119,0
7120,0
7121,0
7122,0
7123,0
7124,0
7125,0
7126,0
7127,0
7128,0
7129,0
7130,0
7131,0
7132,0
7133,0
7134,0
7135,0
7136,0
7137,0
7138,0
7139,0
7140,0
7141,0
7142,0
7143,0
7144,0
7145,0
7146,0
7147,0
7148,0
7149,0
7150,0
7151,0
7152,0
7153,0
7154,0
7155,0
7156,0
7157,0
7158,0
7159,0
7160,0
7161,0
7162,0
7163,0
7164,0
7165,0
7166,0
7167,0
7168,0
7169,0
7170,0
7171,0
7172,0
7173,0
7174,0
7175,0
7176,0
7177,0
7178,0
7179,0
7180,0
7181,0
7182,0
7183,0
7184,0
7185,0
7186,0
7187,0
7188,0
7189,0
7190,0
7191,0
7192,0
7193,0
7194,0
7195,0
7196,0
7197,0
7198,0
7199,0
7200,0
7201,0
7202,0
7203,0
7204,0
7205,0
7206,0
7207,0
7208,0
7209,0
7210,0
7211,0
7212,0
7213,0
7214,0
7215,0
7216,0
7217,0
7218,0
7219,0
7220,0
7221,0
7222,0
7223,0
7224,0
7225,0
7226,0
7227,0
7228,0
7229,0
7230,0
7231,0
7232,0
7233,0
7234,0
7235,0
7236,0
7237,0
7238,0
7239,0
7240,0
7241,0
7242,0
7243,0
7244,0
7245,0
7246,0
7247,0
7248,0
7249,0
7250,0
7251,0
7252,0
7253,0
7254,0
7255,0
7256,0
7257,0
7258,0
7259,0
7260,0
7261,0
7262,0
7263,0
7264,0
7265,0
7266,0
7267,0
7268,0
7269,0
7270,0
7271,0
7272,0
7273,0
7274,0
7275,0
7276,0
7277,0
7278,0
7279,0
7280,0
7281,0
7282,0
7283,0
7284,0
7285,0
7286,0
7287,0
7288,0
7289,0
7290,0
7291,0
7292,0
7293,0
7294,0
7295,0
7296,0
7297,0
7298,0
7299,0
7300,0
7301,0
7302,0
7303,0
7304,0
7305,0
7306,0
7307,0
7308,0
7309,0
7310,0
7311,0
7312,0
7313,0
7314,0
7315,0
7316,0
7317,0
7318,0
7319,0
7320,0
7321,0
7322,0
7323,0
7324,0
7325,0
7326,0
7327,0
7328,0
7329,0
7330,0
7331,0
7332,0
7333,0
7334,0
7335,0
7336,0
7337,0
7338,0
7339,0
7340,0
7341,0
7342,0
7343,0
7344,0
7345,0
7346,0
7347,0
7348,0
7349,0
7350,0
7351,0
7352,0
7353,0
7354,0
7355,0
7356,0
7357,0
7358,0
7359,0
7360,0
7361,0
7362,0
7363,0
7364,0
7365,0
7366,0
7367,0
7368,0
7369,0
7370,0
7371,0
7372,0
7373,0
7374,0
7375,0
7376,0
7377,0
7378,0
7379,0
7380,0
7381,0
7382,0
7383,0
7384,0
7385,0
7386,0
7387,0
7388,0
7389,0
7390,0
7391,0
7392,0
7393,0
7394,0
7395,0
7396,0
7397,0
7398,0
7399,0
7400,0
7401,0
7402,0
7403,0
7404,0
7405,0
7406,0
7407,0
7408,0
7409,0
7410,0
7411,0
7412,0
7413,0
7414,0
7415,0
7416,0
7417,0
7418,0
7419,0
7420,0
7421,0
7422,0
7423,0
7424,0
7425,0
7426,0
7427,0
7428,0
7429,0
7430,0
7431,0
7432,0
7433,0
7434,0
7435,0
7436,0
7437,0
7438,0
7439,0
7440,0
7441,0
7442,0
7443,0
7444,0
7445,0
7446,0
7447,0
7448,0
7449,0
7450,0
7451,0
7452,0
7453,0
7454,0
7455,0
7456,0
7457,0
7458,0
7459,0
7460,0
7461,0
7462,0
7463,0
7464,0
7465,0
7466,0
7467,0
7468,0
7469,0
7470,0
7471,0
7472,0
7473,0
7474,0
7475,0
7476,0
7477,0
7478,0
7479,0
7480,0
7481,0
7482,0
7483,0
7484,0
7485,0
7486,0
7487,0
7488,0
7489,0
7490,0
7491,0
7492,0
7493,0
7494,0
7495,0
7496,0
7497,0
7498,0
7499,0
7500,0
7501,0
7502,0
7503,0
7504,0
7505,0
7506,0
7507,0
7508,0
7509,0
7510,0
7511,0
7512,0
7513,0
7514,0
7515,0
7516,0
7517,0
7518,0
